half_seconds	series1_bpm	series2_bpm	series3_bpm	series4_bpm
650	89.5664	88.7574	60.7278	58.8151
651	90.4071	89.2846	61.3501	59.3941
652	90.2084	89.9936	61.1296	59.5238
653	90.7208	90.3582	59.7929	59.5238
654	91.4634	90.7273	58.9117	58.5173
655	91.4634	91.1885	58.5671	57.1645
656	91.2892	91.6587	58.6169	56.8865
657	90.2003	91.9392	59.3145	56.9945
658	88.4385	92.0245	59.0208	57.208
659	87.8571	92.0245	56.9181	57.537
660	88.73	92.2472	55.4396	57.2137
661	89.5787	91.2177	54.8357	56.1453
662	89.6172	88.7639	54.3478	55.4676
663	89.4611	88.9619	56.2133	55.1624
664	89.6217	89.3257	58.1092	54.9768
665	89.2464	87.6901	57.7312	55.2821
666	89.9466	86.6545	57.2874	55.5556
667	91.4612	86.462	57.4334	55.4588
668	91.6883	87.531	57.6536	55.3563
669	92.0912	87.6069	58.7308	55.4301
670	92.3608	83.9691	60.1266	55.5326
671	92.6695	84.213	59.9409	55.4924
672	94.0669	87.01	59.2266	55.3899
673	95.8491	85.5312	58.3195	55.1702
674	97.4067	85.7983	57.3091	54.7677
675	98.0392	87.2093	57.7376	54.5701
676	97.6901	87.2093	58.8647	54.6697
677	96.7709	87.2093	59.2885	54.7672
678	95.4989	87.2093	59.2885	55.1727
679	93.4107	87.9091	58.702	55.5556
680	91.8158	89.2146	57.6837	55.1922
681	91.4155	89.8204	57.0453	54.7867
682	91.0055	90.2907	56.6148	54.8862
683	90.3038	90.9858	56.62	55.0875
684	89.6129	91.7399	57.2707	55.4755
685	88.8971	93.603	57.5153	56.0974
686	87.8873	94.6477	56.8647	56.9705
687	88.8736	94.557	56.4217	58.4193
688	90.1645	94.9766	56.6353	60.6202
689	89.6856	95.4782	56.8729	60.6202
690	89.0598	96.2663	58.5843	60.6202
691	88.2176	96.7742	60.2314	64.8084
692	87.0456	96.5583	59.9914	63.0933
693	86.386	96.5279	59.7534	61.2688
694	87.3176	97.1964	59.5172	61.0926
695	88.9581	98.1818	59.2943	61.5924
696	89.2941	98.3617	60.0144	60.9572
697	88.6277	98.543	60.7209	59.9734
698	88.5527	99.571	60.477	59.2196
699	89.4503	100.383	60.19	58.522
700	90.6981	100.609	58.9157	58.2843
701	91.6387	100.274	57.6923	58.1712
702	92.0245	100.33	58.0156	57.9928
703	90.7537	100.935	58.3523	57.7692
704	89.5404	101.49	58.9964	57.8863
705	89.7092	101.465	59.694	58.223
706	89.8204	100.657	58.6369	59.0443
707	90.0671	100.413	57.3824	60.3492
708	89.7168	100.671	57.0784	60.5749
709	88.4504	100.96	56.8616	59.849
710	86.9939	101.3	57.8305	58.8566
711	86.8361	101.351	59.3019	57.6118
712	87.8331	101.351	59.6803	57.0812
713	88.5088	101.313	59.5618	57.1901
714	89.0511	100.973	59.3682	57.8775
715	89.491	101.623	59.1339	59.7393
716	89.7583	102.657	59.5066	60.8851
717	89.8992	102.947	60.221	60.6393
718	90.7208	102.856	60.1728	60.6261
719	91.9061	102.207	59.6928	60.9964
720	92.4706	102.68	59.0864	61.8346
721	92.3784	103.836	58.3942	63.2737
722	91.2628	103.833	58.4659	63.8052
723	91.0799	103.202	59.0404	63.2665
724	91.5991	102.822	60.0216	62.2018
725	91.1545	102.893	61.369	60.9311
726	90.9091	103.345	60.953	61.0671
727	89.9193	103.949	59.2581	61.9455
728	88.8435	104.575	58.4037	63.0271
729	89.0496	104.189	58.0644	64.0956
730	90.4027	103.759	58.9078	64.1388
731	90.0043	103.862	60.942	63.8649
732	87.7045	103.569	61.1113	64.518
733	86.3245	103.572	59.5314	65.2773
734	85.9961	104.001	58.8235	65.7138
735	87.1659	104.601	58.8235	65.1804
736	88.4411	104.895	59.63	62.5051
737	88.7701	104.566	61.3385	60.5545
738	89.0342	103.932	62.1013	60.0706
739	89.2857	103.537	61.8452	59.3969
740	89.1906	103.448	61.2099	58.3625
741	88.9307	103.163	60.3457	57.1843
742	89.2931	102.145	60.6722	55.3165
743	89.8204	101.726	61.7925	54.0153
744	89.5541	101.726	61.4075	55.2323
745	88.7615	101.887	60.1676	56.391
746	88.4901	102.551	59.0008	57.1953
747	89.0828	102.74	57.8559	58.0696
748	89.7773	102.74	58.4094	57.9481
749	90.5215	102.74	60.0382	57.7245
750	90.1234	102.74	60.6553	57.8658
751	89.6473	102.429	60.5328	58.0894
752	90.1592	102.329	59.8315	58.5486
753	90.3614	102.639	58.7724	59.1231
754	89.5851	102.74	58.9588	59.2082
755	88.7831	102.595	60.0179	59.0915
756	88.6885	101.901	60.4839	59.5237
757	88.4274	101.351	60.4839	60.2381
758	89.1963	101.066	59.9244	61.6081
759	90.1036	100.726	58.9793	63.2811
760	89.8075	100.826	59.2416	62.4086
761	89.1613	100.892	60.4325	60.6142
762	88.07	100.071	60.834	58.4494
763	87.9644	99.3377	60.5881	56.21
764	89.2791	99.3377	59.9244	57.7778
765	90.4605	99.3377	58.9793	60.8885
766	90.9091	99.3377	58.9763	60.8885
767	90.7623	99.3377	59.6794	60.8885
768	90.5455	99.3222	60.1982	60.8885
769	90.6922	98.6729	60.5626	60.8885
770	91.4044	98.0392	60.1224	60.8885
771	91.7982	97.1457	59.0549	65.2575
772	91.1411	95.5944	58.5345	60.3814
773	89.4103	94.8943	58.4205	57.3487
774	88.4734	94.0097	58.3658	54.897
775	88.7344	92.9492	58.3658	54.5381
776	88.8679	92.795	58.1385	55.3434
777	89.3994	92.8148	57.5816	55.9707
778	89.5873	91.8396	57.6063	56.6068
779	89.0426	90.9091	58.7423	57.735
780	88.5714	90.9091	59.6659	60.8635
781	88.8487	90.969	60.1459	62.9114
782	89.2857	91.2461	61.0484	61.7536
783	89.414	90.9653	62.8577	60.3846
784	89.6048	90.4143	63.5802	58.743
785	89.2123	90.4294	62.3932	57.8507
786	89.3926	90.7032	60.8384	58.4163
787	90.3217	89.9107	59.0439	58.9076
788	90.8835	88.6845	58.6459	59.2577
789	91.8721	88.4024	59.8181	59.4196
790	92.5926	88.5527	60.4295	58.9546
791	91.8275	88.5318	60.308	59.0071
792	90.3836	88.2708	59.5595	61.3558
793	89.4953	88.0892	58.0649	63.0369
794	89.0554	87.0751	57.5348	62.1291
795	88.9286	87.3645	58.3206	60.7471
796	89.1589	88.4804	59.4118	58.5265
797	89.2857	87.8321	61.25	56.986
798	89.961	87.4725	62.0968	56.7708
799	91.3509	86.8919	61.0887	56.9655
800	92.5522	85.7083	60.3335	60.4432
801	92.8157	85.5331	59.972	63.6477
802	92.8594	87.2429	60.3197	64.0569
803	92.7812	89.1654	61.6892	63.8227
804	92.6192	89.6899	61.89	62.2461
805	93.5335	89.8204	60.64	60.0333
806	93.7162	90.0476	59.7694	56.9946
807	93.1677	90.6003	59.297	55.1252
808	93.3098	91.1391	60.8584	55.0242
809	93.3055	91.1308	60.8584	54.9483
810	92.0341	91.153	60.8584	55.0493
811	91.4044	91.9142	60.8584	55.1471
812	92.6381	92.7996	60.8584	55.7705
813	94.3359	93.1677	60.8584	56.4989
814	96.3489	93.4565	67.076	56.7622
815	97.4026	94.8243	65.9269	56.9774
816	96.8731	96.1923	66.218	56.831
817	95.8836	96.3871	65.9885	56.5093
818	95.2817	96.5335	65.4113	56.3378
819	95.3406	97.3966	63.991	56.2322
820	95.5414	98.2742	62.5026	56.1029
821	95.2923	98.6068	64.6271	55.8941
822	94.3336	98.6842	67.6483	55.7398
823	92.8138	98.7208	70.9062	55.6365
824	91.1825	99.0476	74.1669	55.5108
825	90.8772	99.3377	75.4733	54.7114
826	91.7805	99.3377	74.1486	53.9568
827	92.1951	99.4993	71.386	54.5366
828	91.8212	99.9271	68.7906	55.2335
829	90.0888	100.465	66.447	55.4186
830	88.7574	101.044	65.2925	55.5211
831	88.9232	101.351	64.573	55.7661
832	89.4547	101.104	64.4343	56.1838
833	88.5462	100.764	62.8719	56.5119
834	87.0894	100.788	60.8036	56.8335
835	87.0277	101.128	59.2217	57.2463
836	87.9529	101.351	57.8369	58.0261
837	88.9856	101.688	57.5429	59.1499
838	89.3888	102.312	57.6534	61.6327
839	89.6429	102.894	58.7667	63.5143
840	89.5038	103.318	60.6583	63.3802
841	89.0638	103.338	60.6586	62.9473
842	88.9286	103.034	59.3327	62.166
843	89.2279	103.145	58.6917	61.4198
844	89.901	103.448	58.4628	60.7975
845	89.494	103.744	57.9634	59.6565
846	88.197	103.862	57.1896	58.0405
847	87.5088	103.566	56.9067	57.0728
848	87.4847	103.575	57.1235	56.6424
849	88.4673	103.934	56.8608	56.5465
850	89.5178	104.132	55.6071	57.0867
851	89.7783	103.419	54.6857	57.406
852	88.7278	103.688	54.1951	57.0794
853	87.5479	104.498	53.7634	56.8469
854	87.7595	104.053	54.9301	57.1735
855	89.2519	103.904	56.2438	57.4713
856	90.6265	104.478	56.3107	57.3616
857	90.3744	104.797	56.2051	57.2519
858	89.4911	104.073	56.1144	56.8628
859	88.9413	103.799	56.0096	56.4323
860	89.2634	104.458	56.823	56.309
861	89.9615	104.583	58.5999	56.2034
862	90.0266	104.283	59.3613	55.8493
863	89.3284	104.032	59.0112	55.3329
864	88.2716	103.908	58.3078	55.1943
865	87.6077	104.718	57.0916	55.296
866	87.5701	104.842	56.2673	55.3506
867	88.7655	104.505	55.8496	55.3506
868	90.7637	104.583	55.6414	55.3375
869	91.8658	103.794	56.2727	55.2358
870	92.2385	103.167	56.8741	55.1471
871	93.1012	103.044	59.2027	54.9555
872	95.2137	102.621	61.4574	54.7542
873	97.6589	102.835	61.2075	55.1312
874	98.8192	103.105	60.631	55.64
875	99.0411	103.034	60.631	57.7316
876	99.577	102.927	60.631	57.7316
877	100.37	102.294	60.631	57.7316
878	101.296	101.844	60.631	57.7316
879	101.23	101.191	60.631	57.7316
880	100.632	101.044	60.631	57.7316
881	101.282	101.041	53.2401	57.7316
882	102.162	100.946	53.9123	57.7316
883	101.918	101.256	54.6208	57.7316
884	102.4	101.232	56.5167	73.243
885	102.282	100.733	58.0953	67.4057
886	100.893	99.5187	57.5427	61.6914
887	100.826	98.3798	57.0342	60
888	101.166	98.0573	57.2475	60
889	101.292	97.7255	57.466	60.9721
890	100.616	97.093	57.8684	62.3528
891	99.706	96.7643	58.3157	62.5553
892	98.7169	96.1479	58.4606	62.2948
893	98.294	95.7741	58.5746	61.5875
894	99.04	95.465	57.8137	60.8316
895	98.7765	94.4742	56.8187	63.2342
896	98.0392	94.481	55.8548	66.0209
897	98.2972	94.0805	54.7268	65.9022
898	97.5254	94.2113	54.8137	65.1623
899	95.3411	95.5438	55.8352	63.792
900	93.3965	95.7692	56.4259	62.674
901	92.887	95.9015	56.5323	62.4136
902	94.4949	93.4662	56.3285	61.8823
903	95.2611	90.57	55.005	61.0039
904	93.6464	89.5977	53.9568	60.181
905	92.5926	86.7899	54.6425	59.4666
906	91.0979	84.9518	55.3394	59.2875
907	90.2113	84.8726	55.775	59.8805
908	90.8709	84.1969	56.2953	61.2362
909	89.3208	84.038	56.6871	63.7245
910	87.7193	84.2697	57.1176	65.7906
911	87.7193	84.3097	56.7498	66.8142
912	87.7193	84.5477	55.9016	66.4703
913	87.7193	84.9268	55.2947	65.4467
914	87.7193	85.1676	54.6908	64.6957
915	87.7193	85.2273	54.5062	64.1209
916	81.3612	86.1549	55.2134	63.8136
917	83.0021	87.2887	55.7327	63.5357
918	85.316	87.7575	55.3242	63.4016
919	88.7399	88.6529	54.9451	63.2911
920	91.2032	89.5124	54.856	63.2911
921	92.125	90.2003	54.7558	63.8826
922	93.2808	91.0625	55.244	65.4229
923	95.3589	91.4634	55.9616	65.5617
924	97.5611	91.4634	56.7285	64.1555
925	99.749	91.625	57.7084	61.1666
926	101.791	91.8293	57.8118	57.6888
927	102.422	91.6677	57.1512	56.726
928	102.893	91.1973	56.8182	56.9412
929	103.057	91.0976	56.8182	58.363
930	102.09	91.3636	56.8772	61.2266
931	100.888	91.4214	57.094	62.5468
932	100.353	88.7931	56.9619	62.1578
933	100.163	86.2069	55.3144	61.597
934	99.3671	86.564	53.9568	60.9697
935	99.058	88.1034	54.1429	60.2679
936	99.9618	86.8496	54.3384	59.5478
937	100.132	85.7273	54.9513	59.8082
938	99.6859	88.6554	55.7625	60.6517
939	99.6253	88.2382	55.2505	60.6595
940	99.2	87.5511	54.0512	60.1717
941	99.4211	89.3578	53.4692	61.1532
942	100.309	89.8398	53.1853	62.9329
943	100.644	90.1104	53.0871	64.1894
944	100.491	90.3614	53.9576	65.0184
945	100.156	90.3614	54.7445	62.5983
946	100	91.0664	55.977	59.7516
947	100	91.0664	57.3404	58.0123
948	100.314	91.0664	56.523	56.3403
949	100.903	91.0664	55.3609	56.3426
950	100.886	94.1248	55.2778	56.5546
951	100.79	94.1248		
952	102	94.1248		
953	103.605	95.1641		
954	104.545	95.6183		
955	104.247	95.9995		
956	103.788	96.1538		
957	104.941	97.419		
958	106.524	98.4314		
959	106.756	98.2895		
960	105.278	98.7686		
961	102.758	99.5684		
962	100.665	100		
963	98.9403	100		
964	98.0158	100		
965	98.0662	99.8199		
966	97.1842	99.4887		
967	95.0685	99.2959		
968	93.2593	98.9692		
969	93.6635	98.6842		
970	95.7407	98.9116		
971	97.8911	98.9116		
972	99.7651	98.9116		
973	100.976	93.7521		
974	101.316	92.3333		
975	101.905	92.3333		
976	102.823	92.3333		
977	102.894	92.3333		
978	102.32	102.162		
979	102.041	101.918		
980	102.638	102.162		
981	103.341	102.74		
982	103.638	102.449		
983	103.862	102.1		
984	103.672	102.209		
985	103.448	102.449		
986	103.448	102.377		
987	103.448	102.84		
988	103.188	103.799		
989	102.833	103.282		
990	102.6	102.684		
991	102.408	103.376		
992	102.925	103.862		
993	103.83	103.75		
994	103.516	103.871		
995	102.803	104.167		
996	102.538	103.853		
997	102.329	103.75		
998	102.612	104.063		
999	103.228	104.02		
1000	104.224	103.75		
1001	105.585	103.897		
1002	105.443	104.167		
1003	104.624	104.167		
1004	104.767	104.167		
1005	104.507	104.167		
1006	103.362	103.991		
1007	102.312	103.75		
1008	101.345	103.925		
1009	100.951	104.167		
1010	101.291	104.167		
1011	101.196	104.167		
1012	101.037	104.167		
1013	101.506	103.963		
1014	101.666	103.459		
1015	101.979	103.034		
1016	102.416	103.151		
1017	102.133	103.066		
1018	101.778	102.74		
1019	101.292	102.74		
1020	101.887	102.74		
1021	102.029	102.74		
1022	101.066	102.911		
1023	99.0635	103.624		
1024	96.2087	104.167		
1025	94.7408	103.83		
1026	94.674	103.75		
1027	94.9367	103.641		
1028	95.1157	103.17		
1029	94.8272	103.151		
1030	93.2012	102.989		
1031	92.3177	102.74		
1032	93.0185	101.747		
1033	94.0057	99.7019		
1034	94.9937	98.3445		
1035	95.1786	97.7376		
1036	93.8397	96.7728		
1037	93.038	95.8256		
1038	93.9744	95.7913		
1039	95.3165	95.9236		
1040	95.4771	95.3942		
1041	94.9367	94.3757		
1042	93.7606	94.0542		
1043	91.82	94.7963		
1044	91.2594	95.2448		
1045	90.6813	95.1592		
1046	89.6951	95.3116		
1047	88.9027	95.2439		
1048	87.0143	94.9415		
1049	87.7404	95.0746		
1050	90.064	95.3769		
1051	90.3614	95.5414		
1052	90.3614	95.5414		
1053	90.1212	94.527		
1054	90.459	92.9413		
1055	91.3925	92.2222		
1056	91.3285	92.3336		
1057	90.655	92.3676		
1058	88.2727	89.6296		
1059	88.2727	89.6296		
1060	88.2727	86.2651		
1061	88.2727	87.597		
1062	85.4585	84.3232		
1063	86.5278	86.0246		
1064	86.0372	84.7059		
1065	85.1788	81.9415		
1066	84.9255	84.7059		
1067	85.5348	84.1135		
1068	87.8245	83.2941		
1069	90.3808	86.2782		
1070	91.7086	85.6444		
1071	92.6327	85.6236		
1072	92.7242	87.9036		
1073	92.2866	88.0473		
1074	92.4426	88.2467		
1075	92.5926	88.7574		
1076	91.8519	88.9232		
1077	90.7053	89.4547		
1078	90	90.0844		
1079	89.4932	89.8352		
1080	88.3721	89.4402		
1081	85.6797	90.5109		
1082	82.3256	90.655		
1083	83.9797	90.1863		
1084	83.9797	90.6277		
1085	83.9797	90.5455		
1086	83.9797	90.9124		
1087	83.9797	91.8519		
1088	83.9797	91.9791		
1089	83.9797	91.075		
1090	83.9797	90.9477		
1091	83.9797	92.3232		
1092	83.9797	93.4665		
1093	100.401	93.922		
1094	101.351	94.8177		
1095	101.829	96.1183		
1096	101.639	96.3057		
1097	99.6575	96		
1098	97.2295	96.367		
1099	95.828	96.402		
1100	95.0559	95.5745		
1101	94.7771	95.598		
1102	95.4352	96.4875		
1103	96.2817	96.8395		
1104	95.5082	97.1537		
1105	91.9956	98.028		
1106	88.5296	98.9172		
1107	86.8362	99.2593		
1108	88.0425	99.5671		
1109	90.5698	100.183		
1110	92.2194	100.285		
1111	94.131	100.319		
1112	95.9584	100.914		
1113	96.5037	101.468		
1114	96.1935	101.895		
1115	96.2705	102.041		
1116	96.4968	102.041		
1117	96.074	102.041		
1118	93.2622	101.74		
1119	89.2552	101.633		
1120	86.1426	101.583		
1121	83.3625	101.224		
1122	81.9672	101.525		
1123	82.065	101.646		
1124	82.5179	101.682		
1125	84.5381	101.757		
1126	87.0097	101.426		
1127	88.3409	101.351		
1128	90.1645	101.351		
1129	92.2957	101.368		
1130	93.1798	101.713		
1131	92.8689	102.041		
1132	92.2654	102.041		
1133	91.5516	102.407		
1134	91.5901	102.733		
1135	92.7045	102.207		
1136	93.5287	102.568		
1137	94.033	102.383		
1138	93.9247	102.224		
1139	92.7893	102.568		
1140	91.1456	101.863		
1141	89.5017	101.973		
1142	87.8392	102.499		
1143	86.8966	102.74		
1144	87.5538	102.74		
1145	89.5294	103.316		
1146	91.4118	104.03		
1147	92.0976	103.807		
1148	91.8634	103.456		
1149	92.3496	104.041		
1150	93.8328	104.056		
1151	95.0143	104.195		
1152	95.9167	103.938		
1153	96.5385	103.374		
1154	96.464	103.763		
1155	96.6234	103.459		
1156	97.581	102.866		
1157	98.3766	102.351		
1158	98.6002	102.79		
1159	97.6452	102.5		
1160	95.245	102.207		
1161	92.656	102.761		
1162	91.2376	102.087		
1163	91.7358	100.965		
1164	91.045	99.8764		
1165	88.9279	99.6636		
1166	88.0388	100.258		
1167	87.7193	100.599		
1168	89.0845	100.671		
1169	90.9784	100.465		
1170	91.8316	99.471		
1171	92.3745	99.0084		
1172	94.2593	98.8261		
1173	96.4695	96.6544		
1174	97.8	93.6418		
1175	99.3794	91.879		
1176	100.443	90.4268		
1177	101.033	89.338		
1178	101.655	89.216		
1179	102.245	88.9518		
1180	102.636	88.7574		
1181	102.611	88.4667		
1182	102.066	87.9477		
1183	100.824	87.7193		
1184	99.3474	87.9319		
1185	98.943	88.1899		
1186	98.715	87.9565		
1187	97.5079	85.2753		
1188	96.0414	83.8049		
1189	93.949	84.9208		
1190	93.5115	84.219		
1191	94.6835	84.1061		
1192	94.8603	85.2529		
1193	94.5617	85.9052		
1194	93.4801	85.4646		
1195	92.2181	85.3336		
1196	92.4062	86.3133		
1197	94.2328	86.7052		
1198	95.2028	86.293		
1199	94.9367	85.9039		
1200	94.0747	86.161		
1201	92.7832	88.652		
1202	92.7607	89.9465		
1203	93.4589	89.0909		
1204	93.3333	90.0317		
1205	92.0536	90.343		
1206	90.3252	90.3987		
1207	90.4617	91.1116		
1208	91.4634	91.1382		
1209	90.9669	91.8114		
1210	89.7903	91.9394		
1211	88.4148	91.4815		
1212	85.9164	92		
1213	83.7	91.6162		
1214	83.778	91.8577		
1215	85.7737	92.5166		
1216	87.37	92.0497		
1217	87.5375	92.5201		
1218	88.9871	94.0097		
1219	90.145	94.486		
1220	89.6279	94.1772		
1221	88.8994	94.5425		
1222	87.3393	94.5952		
1223	87.5077	94.8636		
1224	89.5235	95.2782		
1225	90.5218	95.267		
1226	90.0455	95.5743		
1227	88.9076	94.188		
1228	88.2895	94.0313		
1229	87.8844	95.812		
1230	89.8547	96.448		
1231	90.8834	97.3906		
1232	89.0927	98.0392		
1233	88.0639	98.3179		
1234	87.7193	98.8521		
1235	86.8272	99.5161		
1236	85.3848	100.215		
1237	85.0308	100.285		
1238	86.1942	100.708		
1239	86.6404	101.058		
1240	84.9593	100.946		
1241	85.712	101.24		
1242	87.6723	101.248		
1243	88.3041	100.985		
1244	90.7407	101.433		
1245	92.5926	102.041		
1246	92.7789	101.779		
1247	92.8607	101.633		
1248	92.3746	101.895		
1249	91.7283	102.041		
1250	92.314	102.075		
1251	93.5941	102.778		
1252	94.0139	103.448		
1253	93.2984	103.448		
1254	92.3381	103.652		
1255	92.2222	104.163		
1256	92.7353	104.389		
1257	93.7247	103.636		
1258	94.3396	103.929		
1259	95.255	104.201		
1260	96.6332	103.765		
1261	97.6129	103.632		
1262	99.0918	103.333		
1263	100.362	103.796		
1264	101.279	104.167		
1265	101.964	104.167		
1266	101.674	104.167		
1267	100.989	103.545		
1268	100.471	103.333		
1269	99.1552	103.757		
1270	98.949	103.47		
1271	98.7552	102.955		
1272	96.9121	102.701		
1273	95.5816	102.007		
1274	94.0792	101.652		
1275	92.1016	101.997		
1276	92.0427	102.041		
1277	93.0909	101.805		
1278	92.0118	101.12		
1279	90.6265	100.671		
1280	90.3614	100.031		
1281	90.889	99.3644		
1282	92.3178	99.16		
1283	93.4845	98.9404		
1284	92.6023	99.0789		
1285	90.4035	98.9718		
1286	88.5053	98.6842		
1287	87.4337	98.6842		
1288	87.9817	98.6842		
1289	89.0199	98.7679		
1290	89.1995	99.0946		
1291	87.6601	99.3377		
1292	85.4074	99.0633		
1293	84.599	98.7365		
1294	85.8997	98.6842		
1295	87.4276	98.6223		
1296	86.6124	98.2998		
1297	84.2472	98.0392		
1298	84.2472	98.2792		
1299	84.2472	98.4314		
1300	84.2472	98.3888		
1301	84.2472	98.8859		
1302	78.6536	99.3377		
1303	79.6562	99.0476		
1304	81.1394	98.9404		
1305	82.7807	99.2306		
1306	84.3619	99.2541		
1307	87.2078	98.9017		
1308	89.237	98.0178		
1309	89.5195	97.4026		
1310	90.3312	97.2216		
1311	89.8677	97.6764		
1312	88.0063	99.5316		
1313	87.0414	99.0769		
1314	88.0911	96.5464		
1315	89.521	94.262		
1316	90.3878	93.0832		
1317	91.3881	95.0188		
1318	91.333	96.4293		
1319	90.4083	94.8638		
1320	90.6734	92.2527		
1321	92.1826	90.4923		
1322	93.3356	91.3228		
1323	93.4565	92.8617		
1324	92.3546	93.1493		
1325	91.3362	93.7052		
1326	91.2971	95.0967		
1327	91.4634	95.1451		
1328	91.4634	94.5904		
1329	90.5948	95.0631		
1330	88.6265	95.4132		
1331	86.6206	95.561		
1332	87.1432	95.8672		
1333	88.9109	95.904		
1334	88.7425	96.4777		
1335	85.1013	97.7724		
1336	81.9672	97.753		
1337	81.9998	96.7083		
1338	82.4527	97.8154		
1339	84.546	100.187		
1340	87.2961	101.29		
1341	88.5653	102.754		
1342	89.2421	104.801		
1343	89.9294	104.801		
1344	90.5234	104.801		
1345	91.7537	100.723		
1346	93.4242	99.7831		
1347	93.3198	99.0834		
1348	91.3296	99.3709		
1349	89.2661	101.284		
1350	89.5829	103.085		
1351	91.4882	103.151		
1352	92.2186	103.034		
1353	92.0078	102.812		
1354	89.6825	100.822		
1355	87.5357	96.8919		
1356	86.4565	97.9577		
1357	83.9893	100.498		
1358	85.2325	100.135		
1359	87.0735	100.989		
1360	85.1266	101.259		
1361	85.6814	100.946		
1362	87.9651	101.038		
1363	88.9019	103.606		
1364	88.8873	102.673		
1365	87.6985	102.673		
1366	87.201	102.673		
1367	88.1173	98.8235		
1368	88.9118	98.621		
1369	89.7935	98.323		
1370	89.6765	98.4314		
1371	88.3208	97.7328		
1372	86.6521	96.7413		
1373	86.3542	96.5236		
1374	87.3479	96.7742		
1375	87.7306	96.5533		
1376	86.0145	96.2432		
1377	85.2927	95.9579		
1378	87.2668	95.0508		
1379	89.2897	94.6214		
1380	88.798	94.92		
1381	87.0666	94.5688		
1382	87.1013	93.6843		
1383	88.2948	93.1677		
1384	89.7633	93.4123		
1385	90	93.7034		
1386	89.5801	93.9161		
1387	89.6108	94.4907		
1388	90.2994	93.7459		
1389	90.999	92.7996		
1390	91.0714	93.0872		
1391	90.1045	93.2096		
1392	90.0195	93.5008		
1393	90.8312	94.2627		
1394	91.2841	94.6769		
1395	92.7045	94.459		
1396	92.3523	94.3068		
1397	90.5704	93.7208		
1398	90.092	92.7287		
1399	90.1796	92.2889		
1400	91.477	92.3926		
1401	92.3926	92.2608		
1402	91.9964	92.2699		
1403	91.6074	92.554		
1404	91.1619	92.5153		
1405	91.122	92.2313		
1406	91.7877	92.2995		
1407	92.3337	92.7767		
1408	90.5921	93.6467		
1409	87.9201	95.1925		
1410	87.4514	95.806		
1411	88.6984	95.5414		
1412	91.0847	95.3527		
1413	92.1454	95.0504		
1414	91.5808	94.9657		
1415	91.5105	95.2681		
1416	91.7911	95.2874		
1417	92.0245	95.1592		
1418	91.8674	95.3165		
1419	91.6564	95.0767		
1420	91.8136	93.699		
1421	91.7597	92.5926		
1422	91.8359	92.5926		
1423	92.5793	92.5926		
1424	93.3823	92.5926		
1425	94.0613	92.5926		
1426	94.5737	92.9259		
1427	95.0294	93.5046		
1428	95.3963	93.7595		
1429	95.5366	94.3528		
1430	94.9357	94.9367		
1431	95.0073	94.6472		
1432	95.4717	94.1151		
1433	95.067	94.1061		
1434	95.8198	94.0637		
1435	97.0809	94.3564		
1436	96.7027	95.1123		
1437	96.3891	95.2858		
1438	97.2328	96.3373		
1439	97.2177	97.6903		
1440	95.8334	98.228		
1441	93.6169	98.7326		
1442	91.756	99.1626		
1443	91.027	99.3536		
1444	90.6002	99.6848		
1445	89.7198	100.285		
1446	88.8009	100.843		
1447	88.3343	101.234		
1448	87.6772	101.351		
1449	88.5264	101.387		
1450	90.5949	101.732		
1451	91.6123	101.732		
1452	91.1198	101.732		
1453	89.3574	101.732		
1454	88.6616	103.162		
1455	90	103.616		
1456	91.8114	101.588		
1457	91.3095	103.001		
1458	89.2076	104.537		
1459	87.799	104.895		
1460	87.2093	104.368		
1461	88.281	104.056		
1462	90.1498	104.583		
1463	91.4458	104.793		
1464	91.1531	104.429		
1465	89.4103	104.167		
1466	87.7363	104.167		
1467	86.3639	104.167		
1468	86.9143	103.925		
1469	88.3293	103.566		
1470	88.4046	103.448		
1471	87.485	103.517		
1472	87.1392	103.876		
1473	87.7722	104.167		
1474	88.2046	103.848		
1475	89.1293	103.231		
1476	90.2515	103.034		
1477	90.6666	103.011		
1478	90.4671	102.541		
1479	90.0519	102.449		
1480	90.2602	102.371		
1481	90.4085	102.041		
1482	89.6257	102.287		
1483	88.6849	102.449		
1484	87.6355	102.079		
1485	87.1765	101.633		
1486	87.7867	101.757		
1487	88.5068	101.696		
1488	88.4003	101.074		
1489	87.7996	100.734		
1490	87.3827	100.818		
1491	88.6971	100.908		
1492	90.6126	100.095		
1493	91.0843	99.3377		
1494	90.7449	99.0659		
1495	89.5787	98.9404		
1496	88.4528	99.3474		
1497	88.3228	99.7351		
1498	89.7225	99.6		
1499	91.1685	99.6689		
1500	91.1019	99.7351		
1501	90.6497	99.2105		
1502	90.7163	98.9404		
1503	93.1697	99.0789		
1504	93.1697	98.9561		
1505	93.1697	98.0742		
1506	93.1697	97.2071		
1507	93.1697	96.8622		
1508	98.0392	96.3414		
1509	98.3127	94.5382		
1510	98.4314	93.1677		
1511	97.525	93.5568		
1512	95.7277	93.363		
1513	93.9248	91.5708		
1514	93.1677	90.3614		
1515	93.6701	90.9735		
1516	94.4638	90.5484		
1517	94.5474	87.9642		
1518	94.3396	88.9403		
1519	94.7963	91.6677		
1520	95.3972	91.7118		
1521	95.3193	91.2303		
1522	94.4236	90.9091		
1523	93.4682	91.3463		
1524	93.375	91.12		
1525	93.8942	89.6069		
1526	94.6635	88.7574		
1527	95.628	89.5923		
